"
Employer

","
Job Location
","
Rank or Title
",Specialty,"
Deadline

","
Date Posted
▽

",Application Status
"
SYSTRAN Software,Inc.
","
USA
: California
","

Linguist
","
Computational Linguistics;
Dari
","
(Open until filled)
","
09-Mar-2014
","
closed
"
"
Macquarie University
","
Australia
: Sydney
","
Lecturer 
","
Applied Linguistics;
Speech Pathology
","
30-Mar-2014
","
07-Mar-2014
","
closed
"
"
Macquarie University
","
Australia
: Sydney
","
Senior Lecturer 
","
Applied Linguistics;
Speech Pathology
","
30-Mar-2014
","
07-Mar-2014
","
closed
"
"
Saint Michael's College
","
USA
: Vermont
","
Instructor 
","
Applied Linguistics;
English
","
(Open until filled)
","
07-Mar-2014
","
closed
"
"
Villanova University
","
USA
: Pennsylvania
","
Assistant Professor 
","
Applied Linguistics;
Spanish
","
(Open until filled)
","
07-Mar-2014
","
closed
"
"
The University of Manchester
","
United Kingdom
: Manchester
","
Full Professor 
","
General Linguistics;
Comparative Linguistics
","
01-May-2014
","
06-Mar-2014
","
closed
"
"
University of Washington
","
USA
: Washington
","
Lecturer 
","
Applied Linguistics;
Spanish
","
04-Apr-2014
","
06-Mar-2014
","
closed
"
"
Universität Bern
","
Switzerland
: Bern
","
Full Professor 
","
Pragmatics;
German
","
14-Mar-2014
","
06-Mar-2014
","
closed
"
"
Williams College
","
USA
: Massachusetts
","
Rank Open 
","
Applied Linguistics;
General Linguistics;
Japanese
","
(Open until filled)
","
06-Mar-2014
","
closed
"
"
CLCG, University of Groningen
","
Netherlands
: Groningen
","
Lecturer 
","
Applied Linguistics;
General Linguistics;
Swedish
","
26-Mar-2014
","
06-Mar-2014
","
closed
"
"
Stockholm University
","
Sweden
: Stockholm
","
Lecturer 
","
Semantics;
Syntax
","
01-Apr-2014
","
05-Mar-2014
","
closed
"
"
University of Tuebingen
","
Germany
: Tuebingen
","
Researcher 
","
Computational Linguistics
","
(Open until filled)
","
05-Mar-2014
","
closed
"
"
University of Tuebingen
","
Germany
: Tuebingen
","
Scientist 
","
Computational Linguistics
","
(Open until filled)
","
05-Mar-2014
","
closed
"
"
Scuola Normale Superiore
","
Italy
: Pisa
","
Post Doc 
","
Phonetics
","
08-Apr-2014
","
05-Mar-2014
","
closed
"
"
The Hong Kong Polytechnic University
","
Hong Kong
: Kowloon
","

Dean
",,"
(Open until filled)
","
05-Mar-2014
","
closed
"
"
Idaho State University
","
USA
: Idaho
","

Assistant Lecturer
","
Applied Linguistics;
TESOL, English with TESOL specialization;
English
","
31-Mar-2014
","
05-Mar-2014
","
closed
"
"
CUNY NYC College of Technology
","
USA
: New York
","
Assistant Professor 
","
Applied Linguistics
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
CUNY NYC College of Technology
","
USA
: New York
","
Assistant Professor 
","
Applied Linguistics;
Arabic, Standard;
French
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
University of Toronto
","
Canada
: Toronto
","
Post Doc 
","
Computational Linguistics;
Text/Corpus Linguistics;
Language of Politics
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
University of Vermont
","
USA
: Vermont
","
Lecturer 
","
Applied Linguistics;
Language Acquisition;
Second Language Acquisition;
ESL; 
English
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
Winona State University
","
USA
: Minnesota
","
Instructor 
","
Applied Linguistics;
Chinese, Mandarin
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
Harvard University
","
USA
: Massachusetts
","
Lecturer 
","
Phonology
","
30-Apr-2014
","
27-Feb-2014
","
closed
"
"
The University of Nottingham Malaysia Campus
","
Malaysia
: Selangor
","
Asst/Assoc Professor 
","
Applied Linguistics;
English
","
(Open until filled)
","
27-Feb-2014
","
closed
"
"
Antonio de Nebrija University
","
Spain
: Madrid
","

Research Professor
","
Applied Linguistics
","
30-May-2014
","
26-Feb-2014
","
closed
"
"
Google, Inc.
","
Germany
: Munich
","

Junior Linguists
","
Computational Linguistics;
Text/Corpus Linguistics;
Natural Language Processing;
German 
","
(Open until filled)
","
26-Feb-2014
","
closed
"
"
Lionbridge
","
----------------
","

Computational Linguists
","
Computational Linguistics;
Dutch;
Portuguese
","
15-Mar-2014
","
24-Feb-2014
","
closed
"
"
Australian College of Kuwait
","
Kuwait
: West Mishref
","
Lecturer 
Senior Instructor
","
Applied Linguistics;
Technical Writing;
English
","
(Open until filled)
","
24-Feb-2014
","
closed
"
"
University of Nottingham Ningbo China (UNNC)
","
China
: Zhejiang
","
Assistant Professor 
","
Applied Linguistics;
Text/Corpus Linguistics;
English Language Teaching
","
(Open until filled)
","
24-Feb-2014
","
closed
"
"
University of Nottingham Ningbo China (UNNC)
","
China
: Zhejiang
","
Lecturer 
","
Applied Linguistics;
Text/Corpus Linguistics;
English Language Teaching
","
(Open until filled)
","
24-Feb-2014
","
closed
"
"
University Paris 8
","
France
: Paris / St Denis
","
Full Professor 
","
General Linguistics;
French
","
01-Apr-2014
","
20-Feb-2014
","
closed
"
"
University of Toronto Scarborough
","
Canada
: Toronto
","
Post Doc 
","
Phonetics;
Phonology;
Korean
","
(Open until filled)
","
19-Feb-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Lecturer 
","
Anthropological Linguistics
","
(Open until filled)
","
19-Feb-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Asst/Assoc Professor 
","
Anthropological Linguistics
","
(Open until filled)
","
19-Feb-2014
","
closed
"
"
Free University of Bozen-Bolzano
","
Italy
: Bozen-Bolzano
","
Post Doc 
","
Phonetics;
Phonology
","
17-Mar-2014
","
19-Feb-2014
","
closed
"
"
Universität Potsdam
","
Germany
: Potsdam
","
Researcher 
","
Historical Linguistics;
Syntax;
German
","
(Open until filled)
","
19-Feb-2014
","
closed
"
"
Université Paris Diderot
","
France
: Paris
","
Full Professor 
","
Syntax
","
19-Mar-2014
","
15-Feb-2014
","
closed
"
"
Saarland University
","
Germany
: Saarbrücken
","
Scientist 
","
Computational Linguistics;
Phonetics;
Psycholinguistics;
Cognitive Science 
","
28-Feb-2014
","
14-Feb-2014
","
closed
"
"
Saarland University
","
Germany
: Saarbrücken
","
Assistant Professor 
","
Computational Linguistics;
Phonetics;
Psycholinguistics;
Cognitive Science 
","
28-Feb-2014
","
14-Feb-2014
","
closed
"
"
Humboldt University Berlin
","
Germany
: Berlin
","
Full Professor 
","
Psycholinguistics;
German
","
13-Mar-2014
","
14-Feb-2014
","
closed
"
"
California College of the Arts
","
USA
: California
","
Asst/Assoc Professor 
","
Applied Linguistics
","
10-Mar-2014
","
14-Feb-2014
","
closed
"
"
Duke University
","
USA
: North Carolina
","
Instructor 
","
Sociolinguistics;
Neurolinguistics
","
(Open until filled)
","
13-Feb-2014
","
closed
"
"
University of Oregon
","
USA
: Oregon
","
Instructor 
","
Applied Linguistics;
Japanese
","
(Open until filled)
","
12-Feb-2014
","
closed
"
"
Cardiff University
","
United Kingdom
: Cardiff, South Wales
","
Professor 
","
Applied Linguistics;
General Linguistics
","
03-Mar-2014
","
11-Feb-2014
","
closed
"
"
CUNY York College
","
USA
: New York
","
Asst/Assoc Professor 
","
Applied Linguistics
","
14-Mar-2014
","
11-Feb-2014
","
closed
"
"
University of Tampere
","
Finland
: Tampere
","

University Lecturer
","
Applied Linguistics;
Second Language Acquisition;
English
","
21-Mar-2014
","
11-Feb-2014
","
closed
"
"
University of Salzburg
","
Austria
: Salzburg
","
Full Professor 
","
Applied Linguistics;
General Linguistics;
Language Acquisition;
English 
","
07-Mar-2014
","
07-Feb-2014
","
closed
"
"
Lancaster University
","
United Kingdom
: Lancaster
","
Full Professor 
","
Applied Linguistics;
Discourse Analysis
","
25-Apr-2014
","
07-Feb-2014
","
closed
"
"
Texas A&M University-Commerce
","
USA
: Texas
","
Asst/Assoc Professor 
","
Sociolinguistics;
Spanish
","
(Open until filled)
","
07-Feb-2014
","
closed
"
"
Texas A&M University-Commerce
","
USA
: Texas
","
Full Professor 
","
Sociolinguistics;
Spanish
","
(Open until filled)
","
07-Feb-2014
","
closed
"
"
The University of Hong Kong
","
Hong Kong
","
Assistant Professor 
","
General Linguistics;
English
","
15-Apr-2014
","
06-Feb-2014
","
closed
"
"
Esprit de Corps, Corporation
","
USA
: Virginia
","

Linguist
","
General Linguistics;
Translation
","
(Open until filled)
","
06-Feb-2014
","
closed
"
"
San Mateo County Community College District
","
USA
: California
","
Instructor 
","
Applied Linguistics;
Spanish
","
(Open until filled)
","
06-Feb-2014
","
closed
"
"
Southern Connecticut State University
","
USA
: Connecticut
","
Assistant Professor 
","
Applied Linguistics;
Spanish
","
21-Feb-2014 
(Open until filled)
","
04-Feb-2014
","
closed
"
"
Pennsylvania State University
","
USA
: Pennsylvania
","
Post Doc 
","
General Linguistics
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
Tufts University
","
USA
: Massachusetts
","
Post Doc 
","
Morphology;
Psycholinguistics;
Semantics;
Sociolinguistics; 
Syntax
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
DFKI GmbH
","
Germany
: Berlin
","
Researcher 
","
Computational Linguistics;
Text/Corpus Linguistics
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Lecturer 
","
Applied Linguistics;
Chinese, Mandarin
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Asst/Assoc Professor 
","
Applied Linguistics;
Chinese, Mandarin
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
Interactive Intelligence
","
USA
: Indiana
","

Senior Speech Application Developer
","
Computational Linguistics;
General Linguistics;
Phonetics;
Pragmatics; 
Natural Language Technology;
VUI or Voice User Interface
","
(Open until filled)
","
04-Feb-2014
","
closed
"
"
University of Toronto
","
Canada
: Toronto, Ontario
","
Assistant Professor 
","
Semantics
","
28-Feb-2014
","
31-Jan-2014
","
closed
"
"
Duke Kunshan University
","
China
: Kunshan, Jiangsu
","

Director
","
Applied Linguistics;
English
","
01-Mar-2014 
(Open until filled)
","
31-Jan-2014
","
closed
"
"
Pactera
","
----------------
","

Annotator
","
General Linguistics;
Text/Corpus Linguistics;
French;
German; 
Italian;
Portuguese;
Spanish
","
(Open until filled)
","
31-Jan-2014
","
closed
"
"
LabEx ASLAN
","
France
: Lyon
","
Post Doc 
","
General Linguistics
","
31-Mar-2014
","
30-Jan-2014
","
closed
"
"
LabEx ASLAN
","
France
: Lyon
","
Post Doc 
","
Historical Linguistics;
Ecology of Languages
","
31-Mar-2014
","
30-Jan-2014
","
closed
"
"
Ghent University
","
Belgium
: Ghent
","

Research Assistant
","
Computational Linguistics;
Historical Linguistics;
Text/Corpus Linguistics;
German; 
German, Middle Low
","
(Open until filled)
","
30-Jan-2014
","
closed
"
"
Wellesley College
","
USA
: Massachusetts
","
Lecturer 
","
Applied Linguistics;
Korean
","
10-Mar-2014
","
29-Jan-2014
","
closed
"
"
Ghent University
","
Belgium
: Ghent
","
Professor 
","
General Linguistics;
Swedish
","
24-Feb-2014
","
29-Jan-2014
","
closed
"
"
Concordia University
","
Canada
: Montreal Quebec
","
Assistant Professor 
","
Historical Linguistics;
Linguistic Theories;
Phonetics
","
01-Mar-2014
","
29-Jan-2014
","
closed
"
"
Swarthmore College
","
USA
: Pennsylvania
","

Visiting Assistant Professor
","
General Linguistics;
Language Documentation;
Morphology;
Syntax 
","
05-Mar-2014
","
29-Jan-2014
","
closed
"
"
University of Wisconsin-Madison
","
USA
: Wisconsin
","
Assistant Professor 
","
Typology;
Language Acquisition;
English
","
20-Mar-2014
","
29-Jan-2014
","
closed
"
"
City University of Hong Kong
","
Hong Kong
: Kowloon Tong
","
Chair of Department 
","
General Linguistics
","
28-Feb-2014
","
29-Jan-2014
","
closed
"
"
Universite Laval
","
Canada
: Quebec
","
Professor 
","
Translation;
English;
French
","
14-Mar-2014
","
29-Jan-2014
","
closed
"
"
Northwestern University
","
USA
: Illinois
","
Post Doc 
","
Computational Linguistics;
Psycholinguistics
","
(Open until filled)
","
29-Jan-2014
","
closed
"
"
Google
","
Germany
: Berlin or Hamburg
","

Speech Data Evaluator
","
Discourse Analysis;
Phonetics;
Phonology;
Semantics; 
Turkish
","
(Open until filled)
","
29-Jan-2014
","
closed
"
"
Google
","
Germany
: Berlin or Hamburg
","

Speech Linguistic Project Manager
","
Discourse Analysis;
Phonetics;
Phonology;
Semantics; 
Turkish
","
(Open until filled)
","
29-Jan-2014
","
closed
"
"
University of Malta
","
Malta
: Msida
","
Rank Open 
","
Computational Linguistics;
Text/Corpus Linguistics;
Cognitive Science;
Natural Language Processing 
","
28-Feb-2014
","
28-Jan-2014
","
closed
"
"
University of Innsbruck
","
Austria
: Tirol, Innsbruck
","
Post Doc 
","
Applied Linguistics;
Feministische Linguistik;
German
","
12-Feb-2014
","
28-Jan-2014
","
closed
"
"
The Pennsylvania State University
","
USA
: Pennsylvania
","

Director
","
Applied Linguistics;
English
","
(Open until filled)
","
28-Jan-2014
","
closed
"
"
Google
","
USA
: California
","

Speech Data Evaluator
","
Phonetics;
Phonology;
Semantics;
English; 
Hindi;
Marathi;
Telugu
","
(Open until filled)
","
28-Jan-2014
","
closed
"
"
University of Mississippi
","
USA
: Mississippi
","
Visiting Professor 
","
Applied Linguistics;
Language Acquisition;
Second Language Acquisition;
Spanish 
","
(Open until filled)
","
28-Jan-2014
","
closed
"
"
University of Patras
","
Greece
: Patras
","
Post Doc 
","
Morphology;
Dialectology;
English;
Greek, Modern 
","
10-Feb-2014
","
26-Jan-2014
","
closed
"
"
University of Edinburgh
","
United Kingdom
: Edinburgh
","

Annotator
","
Discourse Analysis;
Phonology;
Text/Corpus Linguistics;
Bulgarian; 
English;
Hungarian;
Italian
","
(Open until filled)
","
24-Jan-2014
","
closed
"
"
Leapforce, Inc
","
Russia
: Saint Petersburg
","

Search Engine Evaluator
","
General Linguistics;
Russian
","
(Open until filled)
","
24-Jan-2014
","
closed
"
"
International Christian University
","
Japan
: Tokyo
","
Associate Professor 
","
General Linguistics;
Phonetics;
Phonology
","
31-Aug-2014 
(Open until filled)
","
23-Jan-2014
","
closed
"
"
Majan College (University College)
","
Oman
: Muscat
","
Lecturer 
","
Applied Linguistics;
English
","
(Open until filled)
","
20-Jan-2014
","
closed
"
"
The University of Edinburgh
","
United Kingdom
: Edinburgh
","

Chancellor's Fellow
","
Applied Linguistics;
Discourse Analysis;
Language Evolution
","
07-Feb-2014
","
17-Jan-2014
","
closed
"
"
ZHAW Zürcher Hochschule für Angewandte Wissenschaften
","
Switzerland
: Winterthur, Zürich
","
Lecturer 
","
Applied Linguistics;
Translation;
English;
German 
","
(Open until filled)
","
17-Jan-2014
","
closed
"
"
ZHAW Zürcher Hochschule für Angewandte Wissenschaften
","
Switzerland
: Winterthur, Zuerich
","
Lecturer 
","
Translation;
French;
German
","
(Open until filled)
","
17-Jan-2014
","
closed
"
"
UMass Medical School
","
USA
: Massachusetts
","
Post Doc 
","
Computational Linguistics;
Discourse Analysis;
Natural Language Processing, Machine Learning
","
(Open until filled)
","
16-Jan-2014
","
closed
"
"
University of Oklahoma
","
USA
: Oklahoma
","
Assistant Professor 
","
General Linguistics;
Arabic, Standard
","
20-Feb-2014
","
16-Jan-2014
","
closed
"
"
Université Sorbonne Nouvelle - Paris 3
","
France
: Paris
","
Full Professor 
","
Phonetics
","
01-Apr-2014
","
15-Jan-2014
","
closed
"
"
National University of Singapore
","
Singapore
: Singapore
","
Asst/Assoc Professor 
","
Translation;
Chinese, Mandarin;
English
","
30-Apr-2014
","
15-Jan-2014
","
closed
"
"
Bundiyarra-Irra Wangga Language Program
","
Australia
: Geraldton, Western Australia
","

Linguist
","
Language Documentation;
Anthropological Linguistics;
Australian Aboriginal Languages;
Pama-Nyungan 
","
07-Feb-2014
","
14-Jan-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Asst/Assoc Professor 
","
Computational Linguistics;
Discourse Analysis;
Cognitive Science
","
(Open until filled)
","
13-Jan-2014
","
closed
"
"
The Hong Kong Institute of Education
","
Hong Kong
: Tai Po, New Territories
","
Lecturer 
","
Computational Linguistics;
Discourse Analysis;
Cognitive Science
","
(Open until filled)
","
13-Jan-2014
","
closed
"
"
University of Edinburgh
","
United Kingdom
: Edinburgh
","

Research Coordinator
","
Language Acquisition;
Bilingualism
","
07-Feb-2014
","
10-Jan-2014
","
closed
"
"
University of Edinburgh
","
United Kingdom
: Edinburgh
","
Lecturer 
","
Language Acquisition;
Bilingualism
","
07-Feb-2014
","
10-Jan-2014
","
closed
"
"
Google
","
Taiwan
: Taipei
","

Speech Data Evaluator
","
Phonetics;
Semantics;
Chinese, Mandarin
","
(Open until filled)
","
10-Jan-2014
","
closed
"
"
Western University
","
Canada
: London, Ontario
","
Assistant Professor 
","
Applied Linguistics;
English
","
(Open until filled)
","
08-Jan-2014
","
closed
"
"
University of Freiburg
","
Germany
: Freiburg i.Br.
","
Manager 
","
General Linguistics
","
15-Feb-2014
","
08-Jan-2014
","
closed
"
